animal,window,session,channel,spike_band_mad_adc,theta_ratio,spindle_ratio,delta_frac,log_gamma,swr_rate_per_min,swr_peak_freq_hz,swr_dur_ms,swr_peak_z
SF07,active night,14_20260904_201825.406,0,114.1,10.262,0.078,2.761,2.919,34.4,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,1,114.0,8.124,0.092,3.57,2.907,34.7,162.4,26.4,5.9
SF07,active night,14_20260904_201825.406,2,116.4,7.981,0.092,3.581,2.911,34.3,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,3,114.1,7.907,0.1,3.621,2.965,33.5,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,4,112.3,8.033,0.092,3.593,2.908,32.8,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,5,113.7,7.614,0.096,3.776,2.914,33.4,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,6,113.7,7.37,0.097,4.049,2.915,33.9,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,7,117.6,8.415,0.091,3.383,2.906,35.7,162.4,26.4,6.0
SF07,active night,14_20260904_201825.406,8,112.5,7.143,0.1,4.022,2.917,33.8,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,9,113.7,6.737,0.102,4.279,2.913,34.2,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,10,116.2,6.775,0.104,4.207,2.92,33.1,162.4,26.4,6.1
SF07,active night,14_20260904_201825.406,11,120.0,8.92,0.087,3.219,2.914,34.3,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,12,111.1,7.269,0.098,4.055,2.913,34.2,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,13,112.9,7.77,0.095,3.653,2.912,33.9,162.4,26.4,6.0
SF07,active night,14_20260904_201825.406,14,113.1,7.914,0.093,3.645,2.91,33.2,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,15,111.9,9.766,0.081,2.886,2.919,34.8,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,16,114.8,9.558,0.081,3.023,2.912,34.2,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,17,112.8,7.627,0.102,3.757,2.956,33.0,161.7,26.4,6.0
SF07,active night,14_20260904_201825.406,18,112.3,8.714,0.085,3.313,2.912,33.1,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,19,115.8,9.912,0.079,2.9,2.916,33.8,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,20,115.2,8.085,0.088,3.644,2.912,33.8,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,21,114.6,8.88,0.084,3.224,2.91,35.1,162.4,26.4,6.0
SF07,active night,14_20260904_201825.406,22,113.2,7.299,0.092,3.993,2.907,33.7,162.4,26.4,6.0
SF07,active night,14_20260904_201825.406,23,115.2,8.235,0.088,3.512,2.911,33.4,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,24,113.9,7.891,0.089,3.75,2.911,33.3,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,25,121.9,7.295,0.096,3.834,2.925,35.3,161.1,26.4,5.9
SF07,active night,14_20260904_201825.406,26,117.2,8.471,0.087,3.523,2.915,34.8,162.4,26.4,6.0
SF07,active night,14_20260904_201825.406,27,114.6,7.77,0.09,3.658,2.909,33.4,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,28,114.1,9.309,0.082,3.099,2.913,33.6,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,29,114.4,8.341,0.087,3.539,2.912,33.7,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,30,115.2,10.53,0.077,2.793,2.928,35.1,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,31,114.9,9.079,0.083,3.199,2.91,34.0,161.7,26.8,6.1
SF07,active night,14_20260904_201825.406,32,116.8,9.384,0.084,3.153,2.918,33.5,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,33,115.8,8.148,0.098,3.489,2.983,33.7,162.4,26.4,6.0
SF07,active night,14_20260904_201825.406,34,113.2,9.32,0.088,3.16,2.991,34.3,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,35,114.4,7.268,0.105,3.853,2.958,34.5,161.1,26.4,5.9
SF07,active night,14_20260904_201825.406,36,125.2,7.573,0.104,3.639,3.014,35.5,162.4,27.2,6.0
SF07,active night,14_20260904_201825.406,37,115.4,6.806,0.109,4.256,2.95,34.0,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,38,114.3,8.059,0.099,3.527,2.974,33.2,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,39,122.7,8.358,0.098,3.428,3.004,33.9,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,40,122.1,6.824,0.116,3.937,2.99,34.0,162.4,27.2,5.9
SF07,active night,14_20260904_201825.406,41,116.6,7.663,0.102,3.652,2.967,33.4,161.7,26.4,6.0
SF07,active night,14_20260904_201825.406,42,113.1,7.21,0.105,4.001,2.953,33.9,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,43,116.0,8.929,0.091,3.252,2.999,35.0,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,44,113.9,6.708,0.108,4.344,2.94,33.9,162.4,26.4,5.9
SF07,active night,14_20260904_201825.406,45,121.2,8.615,0.095,3.349,3.003,34.0,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,46,113.4,7.095,0.106,4.017,2.952,33.3,161.1,26.4,6.0
SF07,active night,14_20260904_201825.406,47,122.9,6.936,0.099,4.551,2.942,37.2,161.1,26.4,5.8
SF07,active night,14_20260904_201825.406,48,119.0,7.677,0.111,3.614,3.114,34.4,162.4,27.2,6.0
SF07,active night,14_20260904_201825.406,49,119.3,7.602,0.112,3.71,3.113,34.9,161.1,27.2,5.9
SF07,active night,14_20260904_201825.406,50,123.2,7.309,0.115,3.828,3.072,33.8,161.1,26.4,5.9
SF07,active night,14_20260904_201825.406,51,123.9,7.061,0.118,3.953,3.065,33.4,161.7,26.4,5.9
SF07,active night,14_20260904_201825.406,52,118.9,6.572,0.123,4.246,3.032,33.7,161.1,26.4,5.9
SF07,active night,14_20260904_201825.406,53,119.7,6.783,0.119,4.136,3.016,33.6,161.1,26.4,5.9
SF07,active night,14_20260904_201825.406,54,118.9,6.532,0.119,4.408,2.983,33.4,162.4,26.4,6.0
SF07,active night,14_20260904_201825.406,55,119.5,6.292,0.121,4.448,2.974,33.5,161.1,26.4,5.9
SF07,active night,14_20260904_201825.406,56,119.5,6.633,0.119,4.24,2.993,34.5,161.1,26.4,5.9
SF07,active night,14_20260904_201825.406,57,118.9,6.717,0.119,4.233,3.004,33.9,162.4,26.4,5.9
SF07,active night,14_20260904_201825.406,58,124.2,6.55,0.125,4.101,3.045,33.8,161.1,26.4,5.9
SF07,active night,14_20260904_201825.406,59,124.4,6.815,0.122,4.024,3.057,34.6,161.1,26.4,5.8
SF07,active night,14_20260904_201825.406,60,125.8,7.392,0.113,3.837,3.084,34.4,162.4,25.6,6.0
SF07,active night,14_20260904_201825.406,61,121.2,7.565,0.112,3.594,3.101,35.0,161.1,26.4,5.9
SF07,active night,14_20260904_201825.406,62,121.3,7.937,0.107,3.594,3.108,34.5,161.1,26.4,5.9
SF07,active night,14_20260904_201825.406,63,125.7,8.175,0.105,3.463,3.11,35.6,161.7,26.4,5.9
SF07,rest night,14_20260904_201825.406,0,41.2,0.813,0.705,15.977,2.639,51.1,153.8,32.0,7.7
SF07,rest night,14_20260904_201825.406,1,42.7,0.724,0.705,17.055,2.597,34.4,152.6,29.6,6.3
SF07,rest night,14_20260904_201825.406,2,48.5,0.726,0.703,16.997,2.61,29.8,153.8,30.4,6.3
SF07,rest night,14_20260904_201825.406,3,38.1,0.749,0.722,16.174,2.665,46.2,152.6,32.0,6.8
SF07,rest night,14_20260904_201825.406,4,39.8,0.719,0.707,17.06,2.6,35.0,153.8,30.0,6.2
SF07,rest night,14_20260904_201825.406,5,43.4,0.706,0.714,17.017,2.608,28.0,153.8,28.0,6.0
SF07,rest night,14_20260904_201825.406,6,38.8,0.7,0.713,17.512,2.611,29.1,152.6,28.8,5.9
SF07,rest night,14_20260904_201825.406,7,48.1,0.738,0.702,16.757,2.602,34.5,153.8,30.4,6.6
SF07,rest night,14_20260904_201825.406,8,38.4,0.699,0.716,17.059,2.618,22.0,151.4,28.4,5.9
SF07,rest night,14_20260904_201825.406,9,40.7,0.694,0.714,17.248,2.619,19.8,151.4,27.2,5.3
SF07,rest night,14_20260904_201825.406,10,49.3,0.697,0.715,17.022,2.643,11.6,153.8,25.6,5.3
SF07,rest night,14_20260904_201825.406,11,49.7,0.769,0.694,16.874,2.611,38.6,153.8,29.6,6.6
SF07,rest night,14_20260904_201825.406,12,43.9,0.7,0.715,17.378,2.614,21.3,151.4,28.8,5.7
SF07,rest night,14_20260904_201825.406,13,38.2,0.711,0.712,16.905,2.606,31.2,152.6,29.2,6.0
SF07,rest night,14_20260904_201825.406,14,38.5,0.707,0.711,17.011,2.604,34.4,152.6,28.8,6.1
SF07,rest night,14_20260904_201825.406,15,36.6,0.8,0.684,16.415,2.617,52.4,152.6,32.0,7.5
SF07,rest night,14_20260904_201825.406,16,44.3,0.78,0.711,16.439,2.632,45.0,153.8,31.2,7.1
SF07,rest night,14_20260904_201825.406,17,38.0,0.736,0.723,16.432,2.652,40.9,151.4,29.6,6.4
SF07,rest night,14_20260904_201825.406,18,38.1,0.737,0.721,16.55,2.635,36.0,153.8,30.4,6.6
SF07,rest night,14_20260904_201825.406,19,42.4,0.79,0.71,16.21,2.64,47.7,155.0,31.2,7.4
SF07,rest night,14_20260904_201825.406,20,44.0,0.719,0.727,16.847,2.641,28.5,152.6,28.0,6.1
SF07,rest night,14_20260904_201825.406,21,37.5,0.75,0.717,16.477,2.631,38.4,153.8,30.8,6.6
SF07,rest night,14_20260904_201825.406,22,40.2,0.701,0.725,17.199,2.647,18.5,151.4,28.0,5.5
SF07,rest night,14_20260904_201825.406,23,46.2,0.727,0.723,16.647,2.639,29.7,153.8,28.8,6.0
SF07,rest night,14_20260904_201825.406,24,41.0,0.712,0.725,17.031,2.642,26.1,152.6,29.6,5.9
SF07,rest night,14_20260904_201825.406,25,46.7,0.714,0.727,16.973,2.646,16.3,153.8,28.0,5.5
SF07,rest night,14_20260904_201825.406,26,48.5,0.726,0.724,16.833,2.643,28.0,155.0,29.6,6.0
SF07,rest night,14_20260904_201825.406,27,44.3,0.721,0.724,16.712,2.643,23.1,153.8,28.0,5.7
SF07,rest night,14_20260904_201825.406,28,46.3,0.764,0.717,16.277,2.641,40.2,154.4,30.4,6.6
SF07,rest night,14_20260904_201825.406,29,43.7,0.725,0.724,16.812,2.638,31.9,153.8,29.6,6.2
SF07,rest night,14_20260904_201825.406,30,40.6,0.825,0.701,16.405,2.652,55.6,153.8,32.0,7.9
SF07,rest night,14_20260904_201825.406,31,40.8,0.753,0.716,16.587,2.63,38.7,153.8,30.4,6.7
SF07,rest night,14_20260904_201825.406,32,43.1,0.771,0.693,16.878,2.611,49.0,153.8,31.2,7.1
SF07,rest night,14_20260904_201825.406,33,42.6,0.769,0.718,16.124,2.691,51.2,152.6,32.0,7.1
SF07,rest night,14_20260904_201825.406,34,35.3,0.802,0.694,16.506,2.713,63.1,151.4,32.8,8.2
SF07,rest night,14_20260904_201825.406,35,47.0,0.734,0.729,16.18,2.69,18.4,155.6,26.4,5.4
SF07,rest night,14_20260904_201825.406,36,60.5,0.784,0.717,15.917,2.772,32.2,153.8,29.6,6.2
SF07,rest night,14_20260904_201825.406,37,43.8,0.717,0.72,17.004,2.639,25.4,151.4,28.0,5.7
SF07,rest night,14_20260904_201825.406,38,40.3,0.762,0.719,16.15,2.678,48.8,152.6,32.0,6.9
SF07,rest night,14_20260904_201825.406,39,49.4,0.787,0.716,16.059,2.722,53.5,151.4,32.8,7.5
SF07,rest night,14_20260904_201825.406,40,43.4,0.731,0.721,16.599,2.651,37.1,152.6,28.8,6.2
SF07,rest night,14_20260904_201825.406,41,49.1,0.748,0.724,16.115,2.682,31.7,153.8,30.4,6.2
SF07,rest night,14_20260904_201825.406,42,45.0,0.723,0.723,16.645,2.65,29.1,151.4,28.8,5.8
SF07,rest night,14_20260904_201825.406,43,40.1,0.801,0.698,16.23,2.718,60.9,151.4,32.8,8.1
SF07,rest night,14_20260904_201825.406,44,42.0,0.704,0.722,16.962,2.633,25.0,152.0,28.8,5.5
SF07,rest night,14_20260904_201825.406,45,42.1,0.793,0.707,16.14,2.72,59.5,151.4,32.8,7.9
SF07,rest night,14_20260904_201825.406,46,44.2,0.722,0.724,16.579,2.645,28.9,151.4,28.8,5.9
SF07,rest night,14_20260904_201825.406,47,55.1,0.74,0.704,17.042,2.633,29.3,155.0,28.8,6.0
SF07,rest night,14_20260904_201825.406,48,39.9,0.791,0.717,15.631,2.858,64.5,151.4,33.6,8.3
SF07,rest night,14_20260904_201825.406,49,42.4,0.788,0.722,15.681,2.85,61.6,152.6,33.6,8.5
SF07,rest night,14_20260904_201825.406,50,45.8,0.78,0.739,15.535,2.788,57.1,151.4,32.0,7.8
SF07,rest night,14_20260904_201825.406,51,47.1,0.778,0.74,15.485,2.78,52.4,151.4,32.0,7.5
SF07,rest night,14_20260904_201825.406,52,47.2,0.753,0.74,15.932,2.726,42.0,151.4,29.6,6.7
SF07,rest night,14_20260904_201825.406,53,46.9,0.745,0.738,16.04,2.704,40.5,150.1,29.6,6.4
SF07,rest night,14_20260904_201825.406,54,45.7,0.718,0.732,16.658,2.662,30.1,151.4,28.8,5.7
SF07,rest night,14_20260904_201825.406,55,50.8,0.712,0.726,16.549,2.66,18.4,152.6,27.2,5.3
SF07,rest night,14_20260904_201825.406,56,44.8,0.733,0.731,16.261,2.675,36.2,151.4,28.8,5.9
SF07,rest night,14_20260904_201825.406,57,49.0,0.736,0.741,16.217,2.693,32.6,151.4,29.2,6.2
SF07,rest night,14_20260904_201825.406,58,46.4,0.772,0.743,15.432,2.749,45.4,151.4,29.6,6.9
SF07,rest night,14_20260904_201825.406,59,50.0,0.773,0.746,15.424,2.768,49.7,151.4,31.2,7.1
SF07,rest night,14_20260904_201825.406,60,46.2,0.782,0.732,15.677,2.804,57.6,151.4,32.8,7.9
SF07,rest night,14_20260904_201825.406,61,44.8,0.797,0.725,15.199,2.829,61.1,152.6,33.6,8.3
SF07,rest night,14_20260904_201825.406,62,42.1,0.786,0.706,16.263,2.853,65.7,151.4,33.6,8.7
SF07,rest night,14_20260904_201825.406,63,46.0,0.783,0.698,16.516,2.862,67.7,151.4,33.6,8.8
SF07,rest day,2_20260905_093310.289,0,43.1,1.196,0.679,11.36,2.643,42.7,156.2,32.8,7.3
SF07,rest day,2_20260905_093310.289,1,37.1,1.032,0.687,12.482,2.619,34.6,155.0,32.8,7.1
SF07,rest day,2_20260905_093310.289,2,44.6,1.034,0.684,12.43,2.628,35.6,155.0,33.6,7.0
SF07,rest day,2_20260905_093310.289,3,37.9,1.073,0.702,11.208,2.709,43.1,153.8,33.6,7.2
SF07,rest day,2_20260905_093310.289,4,34.4,1.011,0.69,12.771,2.619,34.4,155.0,34.4,6.9
SF07,rest day,2_20260905_093310.289,5,34.4,0.973,0.697,12.746,2.619,29.9,155.0,32.8,6.4
SF07,rest day,2_20260905_093310.289,6,42.2,0.938,0.692,13.844,2.616,27.6,156.2,33.6,6.3
SF07,rest day,2_20260905_093310.289,7,40.1,1.074,0.686,11.995,2.631,39.6,156.2,33.6,7.2
SF07,rest day,2_20260905_093310.289,8,35.1,0.931,0.701,13.089,2.617,24.4,155.6,32.4,6.3
SF07,rest day,2_20260905_093310.289,9,41.1,0.893,0.699,13.756,2.614,22.2,156.2,32.0,6.1
SF07,rest day,2_20260905_093310.289,10,46.9,0.921,0.702,13.082,2.628,19.7,155.0,30.4,6.0
SF07,rest day,2_20260905_093310.289,11,41.8,1.094,0.67,12.517,2.651,43.8,155.0,33.6,7.3
SF07,rest day,2_20260905_093310.289,12,48.1,0.928,0.69,13.768,2.661,18.6,158.7,30.4,5.9
SF07,rest day,2_20260905_093310.289,13,35.4,0.993,0.696,12.499,2.619,31.0,155.0,34.0,6.6
SF07,rest day,2_20260905_093310.289,14,34.9,0.987,0.693,12.646,2.621,33.5,155.0,34.4,6.7
SF07,rest day,2_20260905_093310.289,15,39.6,1.225,0.666,10.743,2.684,52.0,155.0,34.0,7.8
SF07,rest day,2_20260905_093310.289,16,41.9,1.126,0.685,12.054,2.63,37.7,156.2,32.0,7.2
SF07,rest day,2_20260905_093310.289,17,37.0,1.029,0.704,11.954,2.685,38.5,153.8,32.8,6.9
SF07,rest day,2_20260905_093310.289,18,42.3,1.041,0.698,12.264,2.632,32.7,156.2,32.0,6.7
SF07,rest day,2_20260905_093310.289,19,39.6,1.159,0.681,11.522,2.646,41.1,156.2,33.6,7.4
SF07,rest day,2_20260905_093310.289,20,39.3,0.975,0.704,12.89,2.626,27.6,156.2,32.8,6.5
SF07,rest day,2_20260905_093310.289,21,44.1,1.068,0.696,12.196,2.631,32.1,156.2,32.8,6.8
SF07,rest day,2_20260905_093310.289,22,38.8,0.903,0.706,13.957,2.624,20.4,156.2,32.4,6.3
SF07,rest day,2_20260905_093310.289,23,52.2,1.014,0.708,12.2,2.65,22.0,157.5,29.6,6.1
SF07,rest day,2_20260905_093310.289,24,36.8,0.945,0.703,13.562,2.626,25.7,156.2,32.0,6.4
SF07,rest day,2_20260905_093310.289,25,42.8,0.938,0.71,13.354,2.629,20.2,157.5,32.8,6.6
SF07,rest day,2_20260905_093310.289,26,44.2,0.992,0.697,12.936,2.631,30.4,156.2,32.0,6.5
SF07,rest day,2_20260905_093310.289,27,40.3,0.977,0.711,12.74,2.628,22.8,156.2,32.0,6.3
SF07,rest day,2_20260905_093310.289,28,41.3,1.101,0.691,11.76,2.636,37.2,156.2,33.6,7.0
SF07,rest day,2_20260905_093310.289,29,37.9,0.996,0.698,12.892,2.628,31.3,155.0,32.8,6.6
SF07,rest day,2_20260905_093310.289,30,37.6,1.188,0.67,12.268,2.663,44.9,156.2,33.6,7.8
SF07,rest day,2_20260905_093310.289,31,35.6,1.073,0.692,12.286,2.628,36.8,156.2,32.8,7.1
SF07,rest day,2_20260905_093310.289,32,42.6,1.121,0.662,12.199,2.668,47.6,155.0,34.4,7.5
SF07,rest day,2_20260905_093310.289,33,40.4,1.094,0.694,11.523,2.748,48.0,152.6,34.4,7.5
SF07,rest day,2_20260905_093310.289,34,37.6,1.137,0.664,11.717,2.806,55.7,153.8,34.4,8.6
SF07,rest day,2_20260905_093310.289,35,34.3,1.019,0.707,11.977,2.67,35.0,153.8,33.6,6.7
SF07,rest day,2_20260905_093310.289,36,53.0,1.119,0.683,11.699,2.788,43.9,153.8,32.8,7.4
SF07,rest day,2_20260905_093310.289,37,34.5,0.941,0.702,13.657,2.645,28.8,155.0,32.8,6.2
SF07,rest day,2_20260905_093310.289,38,39.8,1.092,0.697,11.382,2.726,45.1,153.8,34.4,7.4
SF07,rest day,2_20260905_093310.289,39,54.6,1.121,0.689,11.141,2.808,43.4,155.0,32.8,7.5
SF07,rest day,2_20260905_093310.289,40,35.2,1.009,0.701,12.468,2.675,36.7,153.8,32.8,6.7
SF07,rest day,2_20260905_093310.289,41,34.8,1.048,0.703,11.771,2.697,41.3,153.8,33.6,7.0
SF07,rest day,2_20260905_093310.289,42,38.4,0.97,0.703,12.921,2.661,32.7,153.8,32.8,6.4
SF07,rest day,2_20260905_093310.289,43,47.9,1.165,0.674,11.073,2.802,50.0,152.6,33.6,7.9
SF07,rest day,2_20260905_093310.289,44,39.7,0.908,0.704,13.565,2.643,26.1,155.0,32.0,6.0
SF07,rest day,2_20260905_093310.289,45,41.4,1.128,0.677,11.528,2.794,53.3,152.6,34.4,8.0
SF07,rest day,2_20260905_093310.289,46,36.6,0.971,0.707,12.601,2.656,31.1,155.0,32.0,6.5
SF07,rest day,2_20260905_093310.289,47,47.4,1.046,0.673,13.086,2.653,39.0,155.0,32.0,7.2
SF07,rest day,2_20260905_093310.289,48,38.1,1.137,0.685,10.255,2.918,53.2,152.6,33.6,8.0
SF07,rest day,2_20260905_093310.289,49,40.5,1.099,0.686,10.967,2.928,53.8,152.6,33.6,8.0
SF07,rest day,2_20260905_093310.289,50,44.0,1.068,0.703,11.258,2.842,51.3,153.8,33.6,7.6
SF07,rest day,2_20260905_093310.289,51,44.5,1.068,0.706,11.063,2.817,48.5,153.8,33.6,7.4
SF07,rest day,2_20260905_093310.289,52,40.8,1.009,0.712,12.044,2.74,42.1,152.6,33.6,6.9
SF07,rest day,2_20260905_093310.289,53,43.1,0.983,0.712,12.373,2.732,39.0,153.8,32.8,6.7
SF07,rest day,2_20260905_093310.289,54,39.2,0.904,0.708,13.69,2.673,32.5,152.6,31.2,6.3
SF07,rest day,2_20260905_093310.289,55,43.4,0.913,0.71,13.105,2.663,26.8,154.4,31.2,6.3
SF07,rest day,2_20260905_093310.289,56,41.5,0.961,0.712,12.618,2.694,35.6,153.8,32.0,6.4
SF07,rest day,2_20260905_093310.289,57,46.0,0.957,0.711,12.736,2.719,33.7,152.6,32.0,6.4
SF07,rest day,2_20260905_093310.289,58,40.1,1.058,0.716,11.005,2.77,44.9,152.6,33.6,7.0
SF07,rest day,2_20260905_093310.289,59,42.5,1.04,0.709,11.475,2.798,47.0,152.6,33.6,7.3
SF07,rest day,2_20260905_093310.289,60,41.2,1.083,0.695,11.241,2.881,51.5,152.6,35.2,8.0
SF07,rest day,2_20260905_093310.289,61,39.6,1.171,0.698,9.579,2.914,53.4,152.6,34.0,8.2
SF07,rest day,2_20260905_093310.289,62,43.0,1.067,0.667,11.961,2.945,53.2,152.6,33.6,8.0
SF07,rest day,2_20260905_093310.289,63,47.4,1.079,0.664,11.424,2.965,52.7,152.6,32.0,7.7
SF08,active night,7_20260904_202056.765,0,64.9,7.927,0.129,4.12,2.919,66.4,155.0,27.2,5.9
SF08,active night,7_20260904_202056.765,1,83.5,3.922,0.239,5.883,3.065,45.8,155.0,26.4,5.5
SF08,active night,7_20260904_202056.765,2,71.3,6.802,0.144,4.643,2.964,60.6,155.0,27.2,5.8
SF08,active night,7_20260904_202056.765,3,77.3,4.097,0.223,5.966,3.224,49.0,155.0,25.6,5.4
SF08,active night,7_20260904_202056.765,4,66.4,6.973,0.137,4.941,2.897,67.1,155.0,27.2,5.8
SF08,active night,7_20260904_202056.765,5,70.6,6.301,0.146,5.06,2.98,58.9,155.0,26.4,5.7
SF08,active night,7_20260904_202056.765,6,70.3,4.913,0.155,7.65,2.851,58.8,155.0,26.8,5.8
SF08,active night,7_20260904_202056.765,7,69.6,6.872,0.138,5.6,2.908,65.5,155.0,27.2,5.9
SF08,active night,7_20260904_202056.765,8,70.8,4.912,0.16,7.411,2.857,59.3,155.0,26.4,5.8
SF08,active night,7_20260904_202056.765,9,72.2,5.786,0.145,6.124,2.861,63.1,155.0,26.4,5.9
SF08,active night,7_20260904_202056.765,10,71.5,6.531,0.141,5.503,2.895,65.2,155.0,26.4,5.9
SF08,active night,7_20260904_202056.765,11,73.0,5.118,0.161,6.288,2.901,58.9,155.0,27.2,5.7
SF08,active night,7_20260904_202056.765,12,71.5,6.628,0.143,4.981,2.943,63.7,155.0,27.2,5.8
SF08,active night,7_20260904_202056.765,13,69.8,6.628,0.139,5.105,2.89,66.1,155.0,27.2,5.9
SF08,active night,7_20260904_202056.765,14,86.8,6.076,0.163,4.778,3.044,44.0,156.2,25.6,5.5
SF08,active night,7_20260904_202056.765,15,70.7,7.063,0.138,4.921,2.914,64.4,155.0,27.2,5.9
SF08,active night,7_20260904_202056.765,16,70.7,7.545,0.131,4.4,2.893,66.9,155.0,27.2,5.8
SF08,active night,7_20260904_202056.765,17,78.9,8.477,0.125,3.341,3.114,46.0,156.2,26.4,5.6
SF08,active night,7_20260904_202056.765,18,71.0,6.05,0.15,5.278,2.919,60.9,155.0,27.2,5.8
SF08,active night,7_20260904_202056.765,19,80.2,7.384,0.144,4.373,3.028,49.6,156.2,26.4,5.6
SF08,active night,7_20260904_202056.765,20,72.3,6.247,0.144,5.51,2.91,63.6,155.0,26.4,5.8
SF08,active night,7_20260904_202056.765,21,82.6,6.373,0.16,4.836,3.036,45.4,155.0,26.4,5.6
SF08,active night,7_20260904_202056.765,22,73.4,6.258,0.143,5.248,2.907,62.1,155.0,27.2,5.8
SF08,active night,7_20260904_202056.765,23,65.7,7.762,0.13,4.273,2.904,66.7,155.0,27.2,5.8
SF08,active night,7_20260904_202056.765,24,76.0,7.211,0.134,4.57,2.892,65.0,155.0,27.2,5.8
SF08,active night,7_20260904_202056.765,25,77.5,7.201,0.143,4.428,3.024,48.4,155.0,26.4,5.8
SF08,active night,7_20260904_202056.765,26,67.0,8.008,0.131,4.006,2.948,64.2,155.0,27.2,5.8
SF08,active night,7_20260904_202056.765,27,71.6,6.381,0.142,5.117,2.91,64.0,155.0,27.2,5.8
SF08,active night,7_20260904_202056.765,28,72.4,7.198,0.141,4.395,3.005,56.3,155.0,26.4,5.7
SF08,active night,7_20260904_202056.765,29,73.8,6.883,0.145,4.426,3.003,53.9,155.0,26.4,5.7
SF08,active night,7_20260904_202056.765,30,83.6,4.991,0.199,5.396,3.032,44.7,156.2,25.6,5.6
SF08,active night,7_20260904_202056.765,31,74.2,6.038,0.15,5.217,2.917,61.2,155.0,27.2,5.6
SF08,active night,7_20260904_202056.765,32,7.7,0.615,0.605,23.174,-0.023,3.0,160.5,23.2,4.5
SF08,active night,7_20260904_202056.765,33,69.9,9.503,0.113,3.356,2.925,66.7,155.0,26.4,5.7
SF08,active night,7_20260904_202056.765,34,73.8,3.06,0.287,6.868,3.318,46.3,153.8,26.4,5.4
SF08,active night,7_20260904_202056.765,35,74.4,10.348,0.111,2.925,3.069,56.9,155.0,27.2,5.7
SF08,active night,7_20260904_202056.765,36,81.6,9.856,0.112,3.042,3.096,47.3,156.2,26.4,5.7
SF08,active night,7_20260904_202056.765,37,78.7,7.581,0.124,4.347,2.884,61.8,155.0,27.2,5.9
SF08,active night,7_20260904_202056.765,38,76.5,9.765,0.113,3.059,2.97,58.8,156.2,27.2,5.8
SF08,active night,7_20260904_202056.765,39,76.1,6.147,0.14,5.181,2.906,57.8,156.2,26.8,5.8
SF08,active night,7_20260904_202056.765,40,91.2,8.145,0.12,3.922,2.886,60.5,155.0,27.2,5.8
SF08,active night,7_20260904_202056.765,41,75.6,9.013,0.117,3.631,2.908,62.3,155.0,27.2,5.8
SF08,active night,7_20260904_202056.765,42,76.6,6.792,0.131,5.001,2.885,60.7,156.2,27.2,5.8
SF08,active night,7_20260904_202056.765,43,71.4,10.307,0.112,2.925,3.042,58.6,155.0,27.2,5.8
SF08,active night,7_20260904_202056.765,44,79.1,8.58,0.118,3.808,2.888,64.8,155.0,27.2,5.9
SF08,active night,7_20260904_202056.765,45,76.6,6.039,0.163,4.536,3.16,47.6,156.2,25.6,5.5
SF08,active night,7_20260904_202056.765,46,70.2,10.18,0.112,2.9,3.007,60.1,155.0,26.4,5.7
SF08,active night,7_20260904_202056.765,47,76.1,6.97,0.147,4.74,3.019,54.8,155.6,26.4,5.7
SF08,active night,7_20260904_202056.765,48,73.5,7.838,0.127,3.979,2.944,57.6,155.0,26.4,5.8
SF08,active night,7_20260904_202056.765,49,78.0,8.493,0.128,3.84,3.05,48.9,155.0,26.4,5.7
SF08,active night,7_20260904_202056.765,50,64.5,5.398,0.152,6.371,2.869,62.1,155.0,26.4,5.8
SF08,active night,7_20260904_202056.765,51,72.8,3.628,0.242,7.063,3.169,48.7,155.0,26.4,5.5
SF08,active night,7_20260904_202056.765,52,63.9,4.801,0.166,6.905,2.882,59.6,155.0,27.2,5.7
SF08,active night,7_20260904_202056.765,53,66.8,8.019,0.129,4.037,2.968,59.6,155.0,26.4,5.8
